hour,place,count
19,老餅新料蔥油餅,5
19,葉子的店,4
19,小林包子饅頭店,2
19,紫光複合式餐飲,3
19,霸味薑母鴨,2
19,大口香雞排,2
19,家味健康素食,2
19,三多燒肉飯,5
19,峰鮮宴隱市食堂,3
19,滷底撈-澎湖店,2
19,海貝創意工作室,1
19,奶油蝴蝶烘焙坊,4
19,外垵福氣刈包,2
19,澎湖 朝陽路肉圓,2
19,獨領風騷,2
19,阿鳳牛肉河粉,2
19,夏天茶飲,2
19,澎漁宴餐廳,4
19,三ㄚ店&潮style,2
19,金醬府,12
19,澎湖甘草芭樂,2
19,玻玻飲食店,3
19,原豆工坊咖啡專賣店,2
19,抓包．馬公分店,3
19,石滬廣場站,2
19,馬路益燒肉飯,4
19,High wave pizza,1
19,聚鮮食堂,2
19,登峰藝品行(登峰特產行),3
19,青泉豆花,1
19,我們是望安CAFE,4
19,真鮮味小吃部,4
19,啤酒海時尚熱炒,1
19,映咖啡 INN Coffee,1
19,嚐香聚牛肉麵,2
19,菲菲檸檬,1
19,恐龍炭烤饅頭,3
19,飛特潛艦Victor Johni’R,5
19,Mr.大雞,4
19,本家食堂日式料理,1
19,駱哥港式點心,5
19,四季肉圓專賣店,1
19,ㄇㄇ的臭豆腐,2
19,金港黑砂糖剉冰-澎湖店,1
19,桃太郎日式料理,4
19,14巷復刻飛鏢餐館,1
19,洛克先生酒吧,1
19,多那之澎湖店,4
19,小螞蟻牛排,1
19,清香活海鮮,1
19,希望天地珊瑚珍珠,1
19,藍21咖啡輕食,1
19,鮮食堂海鮮蒸鍋,3
19,沐一日式豬排專賣店,4
19,榕徽嬤?吃吃喝喝,1
19,菊楓食堂日式料理,4
19,海功商號(波霸花枝丸、月亮蝦餅、當季海鮮宅配),3
19,福鴨鴨肉大王,3
19,吳記沙拉船&好記蔬食鹽水雞,1
19,趴兔PART TWO茶坊,1
19,丁丁川菜海鮮館,3
19,菊島石齋,1
19,紐西蘭牛排館,1
19,郭家炒滷味,2
19,夯小管燒x雞蛋糕,3
19,四面佛 泰善堂,1
19,許媽媽小吃館,1
19,北海道海產專賣店,1
19,雲泰小吃館,3
19,世軒西點麵包????,1
19,瑞師父海菜煎餅,3
19,新臺澎海產購物中心,1
19,岩田丼屋歡迎您！,2
19,愛家好朋友素食屋,1
19,四方早餐店,3
19,懶人披薩雞排,1
19,自由塔,2
19,文化路蔥油餅,2
19,美味登場飯麵館,1
19,味真香新港鴨肉羹臭豆腐,1
19,海島海產大賣場,1
19,澎湖湯包王,1
19,?男子漢鐵板料理,1
19,萊客帕冰品Like Par Par,1
19,五鮮上醬海產專賣,1
19,冰吧豆花店 打卡送配料~~,1
19,海玩子雞蛋糕,1
19,外婆麵猴,1
19,黑妞,1
19,小正傢私店,1
19,西河食堂海鮮粥,1
19,O le pain 喔！麵包,1
19,邁泰MAI TAI THAI TEA,1
20,石滬廣場站,5
20,海口峰海產行,1
20,提樂茶飲專賣店,2
20,曾記滿福堂擔仔麵,7
20,馬路益燒肉飯,2
20,品川元麻辣串串,4
20,芳遠水果行,3
20,沐一日式豬排專賣店,2
20,澎湖 朝陽路肉圓,4
20,小城故事庭園咖啡館,1
20,皮克吐司,2
20,嚐香聚牛肉麵,2
20,本家食堂日式料理,2
20,巴適麻辣鍋,2
20,外垵福氣刈包,1
20,三多燒肉飯,4
20,登峰藝品行(登峰特產行),3
20,日香美食坊歡迎您～,5
20,赤崁海產行,3
20,ㄇㄇ的臭豆腐,1
20,鮮食堂海鮮蒸鍋,3
20,多那之澎湖店,3
20,天津蔥抓餅,4
20,新臺澎海產購物中心,1
20,抓包．馬公分店,2
20,北海道海產專賣店,1
20,源利軒黑糖糕老店,3
20,臭臉大叔?烤甜圈,1
20,掌上明珠,1
20,紐西蘭牛排館,1
20,文化路蔥油餅,2
20,呷飽飽燒烤屋,1
20,秋喜肉蛋吐司,2
20,某個角落,1
20,天人菊名產店,2
20,美德西點麵包店,1
20,吳記沙拉船&好記蔬食鹽水雞,3
20,Mr.大雞,3
20,自由塔,4
20,High wave pizza,3
20,WENWENSUB,1
20,富勝食品企業行,1
20,金醬府,2
20,熊掌心健康果茶,1
20,霸味薑母鴨,1
20,漁夫才哥企業社,1
20,Bella調酒專賣店,1
20,桃太郎日式料理,1
20,美味登場飯麵館,3
20,菊楓食堂日式料理,1
20,福鴨鴨肉大王,3
20,萊客帕冰品Like Par Par,3
20,弗洛伊得飲酒店,1
20,海城上湯鮮魚粥飯麵館,2
20,味真香新港鴨肉羹臭豆腐,3
20,阿鳳牛肉河粉,1
20,澎湖湯包王,2
20,澎湖甘草芭樂,1
20,三ㄚ店&潮style,1
20,玻玻飲食店,2
20,小小間,1
20,菲菲檸檬,1
20,金港黑砂糖剉冰-澎湖店,2
20,好享吃小火鍋,4
20,駱哥港式點心,4
20,邁泰MAI TAI THAI TEA,4
20,祥馨鮮鮮果舖,1
20,秀秀蔥大餅,2
20,萬泰食品,1
20,海島海產大賣場,2
20,原豆工坊咖啡專賣店,1
20,歡迎來到新光堂（新光堂特產行）,1
20,青泉豆花,1
20,六六八餐廳,1
20,瑞師父海菜煎餅,4
20,滷底撈-澎湖店,1
20,恐龍炭烤饅頭,2
20,四季肉圓專賣店,1
20,媽宮海產行到了！,2
20,葉子的店,3
20,184巷餐酒館,1
20,海島咖啡館,1
20,拾捌度C鮮果茶飲站,1
20,雲泰小吃館,1
20,獨領風騷,3
20,夯小管燒x雞蛋糕,1
20,峰鮮宴隱市食堂,1
20,鯨 鯊威瑪,1
20,海森海聲,1
20,榕徽嬤?吃吃喝喝,1
20,?男子漢鐵板料理,3
20,愛家好朋友素食屋,1
20,綺樂Chi Love 仙人掌彩虹霜淇淋,2
20,真鮮味小吃部,1
20,夏天茶飲,2
20,啤酒海時尚熱炒,2
20,津旺素食,1
20,海功商號(波霸花枝丸、月亮蝦餅、當季海鮮宅配),1
20,家竹黑砂糖冷熱飲店,1
20,振發食品行,1
20,信興海產行滿500元送餅乾一包,1
20,五鮮上醬海產專賣,1
20,趴兔PART TWO茶坊,1
20,小螞蟻牛排,1
21,巴適麻辣鍋,1
21,金港黑砂糖剉冰-澎湖店,5
21,沐一日式豬排專賣店,1
21,夏天茶飲,5
21,北海道海產專賣店,2
21,High wave pizza,2
21,鮮食堂海鮮蒸鍋,3
21,Bella調酒專賣店,2
21,泉利餅舖,1
21,自由塔,5
21,味真香新港鴨肉羹臭豆腐,3
21,世軒西點麵包????,4
21,祥馨鮮鮮果舖,2
21,小小間,5
21,小林包子饅頭店,1
21,陰陽堂,1
21,峰鮮宴隱市食堂,3
21,瑞師父海菜煎餅,4
21,招柴莉莉,1
21,文化路蔥油餅,2
21,天津蔥抓餅,5
21,飛特潛艦Victor Johni’R,4
21,真鮮味小吃部,1
21,霸味薑母鴨,1
21,澎漁宴餐廳,6
21,夯小管燒x雞蛋糕,3
21,滷底撈-澎湖店,4
21,石滬廣場站,1
21,馬路益燒肉飯,4
21,臭臉大叔?烤甜圈,2
21,劉正港檸檬汁-中華店,4
21,海島海產大賣場,8
21,海功商號(波霸花枝丸、月亮蝦餅、當季海鮮宅配),5
21,海玩子雞蛋糕,2
21,新巴適經典麻辣鍋,1
21,多那之澎湖店,1
21,駱哥港式點心,2
21,冰吧豆花店 打卡送配料~~,1
21,達咖啡,1
21,芳遠水果行,2
21,蒙地卡羅咖啡館,1
21,曾記滿福堂擔仔麵,4
21,美味登場飯麵館,1
21,紫光複合式餐飲,1
21,葉子的店,2
21,源羊肉店,2
21,Mr.大雞,2
21,原豆工坊咖啡專賣店,2
21,綺樂Chi Love 仙人掌彩虹霜淇淋,1
21,紐西蘭牛排館,1
21,14巷復刻飛鏢餐館,2
21,歡迎來到新光堂（新光堂特產行）,2
21,赤崁海產行,3
21,恐龍炭烤饅頭,2
21,皮克吐司,1
21,獨領風騷,1
21,新臺澎海產購物中心,2
21,秀秀蔥大餅,2
21,澎湖湯包王,1
21,大口香雞排,2
21,好享吃小火鍋,1
21,蔬脆蛋餅,1
21,啤酒海時尚熱炒,1
21,邁泰MAI TAI THAI TEA,2
21,小螞蟻牛排,2
21,呷飽飽燒烤屋,1
21,澎湖甘草芭樂,2
21,青泉豆花,1
21,澎湖 朝陽路肉圓,1
21,抓包．馬公分店,1
21,媽宮海產行到了！,1
21,佳朋名產總匯,1
21,秋喜肉蛋吐司,1
21,三ㄚ店&潮style,1
21,鯨 鯊威瑪,2
21,萊客帕冰品Like Par Par,1
21,家竹黑砂糖冷熱飲店,1
21,我們是望安CAFE,1
21,轟餅-黑仔旺旺車輪餅,1
21,某個角落,2
21,源利軒黑糖糕老店,1
22,葉子的店,3
22,駱哥港式點心,2
22,鮮食堂海鮮蒸鍋,1
22,三ㄚ店&潮style,2
22,品川元麻辣串串,6
22,芳遠水果行,3
22,184巷餐酒館,1
22,澎漁宴餐廳,3
22,夏天茶飲,3
22,本家食堂日式料理,1
22,獨領風騷,3
22,雨軒冰茶,1
22,14巷復刻飛鏢餐館,1
22,達咖啡,2
22,海玩子雞蛋糕,3
22,天津蔥抓餅,3
22,紫光複合式餐飲,2
22,小螞蟻牛排,2
22,High wave pizza,1
22,曾記滿福堂擔仔麵,5
22,味真香新港鴨肉羹臭豆腐,6
22,滷底撈-澎湖店,3
22,菊楓食堂日式料理,2
22,小小間,5
22,好享吃小火鍋,3
22,WENWENSUB,1
22,多那之澎湖店,3
22,新臺澎海產購物中心,2
22,登峰藝品行(登峰特產行),1
22,老餅新料蔥油餅,2
22,峰鮮宴隱市食堂,1
22,萬泰食品,1
22,呷飽飽燒烤屋,1
22,瑞師父海菜煎餅,2
22,金港黑砂糖剉冰-澎湖店,1
22,海口峰海產行,1
22,美味登場飯麵館,1
22,啤酒海時尚熱炒,1
22,澎湖湯包王,1
22,秋喜肉蛋吐司,1
22,邁泰MAI TAI THAI TEA,3
22,海島海產大賣場,1
22,嚐香聚牛肉麵,1
22,弗洛伊得飲酒店,1
22,四季肉圓專賣店,2
22,祥馨鮮鮮果舖,1
22,麗洋手作蛋糕,1
22,媽宮海產行到了！,1
22,吳記沙拉船&好記蔬食鹽水雞,1
23,澎漁宴餐廳,2
23,飛特潛艦Victor Johni’R,2
23,小小間,2
23,夏天茶飲,1
23,阿鳳牛肉河粉,1
23,弗洛伊得飲酒店,3
23,夯小管燒x雞蛋糕,1
23,石滬廣場站,1
23,許媽媽小吃館,1
23,海島海產大賣場,1
23,海功商號(波霸花枝丸、月亮蝦餅、當季海鮮宅配),3
23,佶肯美式漢堡炸雞,2
23,滷底撈-澎湖店,6
23,品川元麻辣串串,1
23,Bella調酒專賣店,2
23,海口峰海產行,1
23,自由塔,1
23,日香美食坊歡迎您～,1
23,味真香新港鴨肉羹臭豆腐,1
23,桃太郎日式料理,1
23,吹蚵仔的海鮮小吃,1
23,蔬脆蛋餅,1
23,嚐香聚牛肉麵,1
23,蒙地卡羅咖啡館,1
23,呷飽飽燒烤屋,1
23,遠東名產總匯,1
23,多那之澎湖店,1
23,獨領風騷,2
23,皮克吐司,1
23,達咖啡,1
23,邁泰MAI TAI THAI TEA,1
23,184巷餐酒館,1
23,小正傢私店,1
23,曾記滿福堂擔仔麵,1
